"task_id","title","description","type","status","priority","assignee","reporter","due_date","estimated_hours","story_points","labels","sprint","sprint_goal","epic","epic_id","project","parent_id","dependencies","skills_required","complexity","risk_level","acceptance_criteria","definition_of_done","created_at","updated_at","sprint_start_date","sprint_end_date","capacity_allocation","collaboration_required","external_dependencies","testing_requirements","deployment_notes","business_value"
"TASK-BE-008","Implement Library Sync Endpoint","Create POST /sync endpoint with 'Last Write Wins' conflict resolution.","Task","Sprint Backlog","Critical","backend.lead@company.com","tech.lead@company.com","2025-05-24","14.3","8","backend,sync,algorithm","Sprint 2","Deliver core reading tracking value with offline-first capabilities","Core Backend Services (.NET)","EPIC-BACKEND","ReadTrack Mobile Platform","WI-BE-002","TASK-BE-006","C#,Algorithms","High","High","Batch updates accepted; Timestamps respected; Server state updated","Unit tests covering conflict scenarios pass","2025-05-01T09:00:00Z","2025-05-01T09:00:00Z","2025-05-15","2025-05-28","100%","Mobile Team (data format)","None","Extensive unit testing","None","Core feature for offline support"
"TASK-MOB-002","Implement Local Repository Pattern","Create repositories abstracting Isar and handle 'pending sync' logic.","Task","Sprint Backlog","High","mobile.lead@company.com","tech.lead@company.com","2025-05-20","12","8","mobile,architecture,data","Sprint 2","Deliver core reading tracking value with offline-first capabilities","Mobile Application (Flutter)","EPIC-MOBILE","ReadTrack Mobile Platform","WI-MOB-002","TASK-MOB-001","Dart,Architecture","Medium","Medium","Repositories provide CRUD; Mutations marked dirty; Timestamps handled","Integration tests pass","2025-05-01T09:00:00Z","2025-05-01T09:00:00Z","2025-05-15","2025-05-28","100%","None","None","Unit/Integration tests","None","Enables offline data manipulation"
"TASK-MOB-005","Implement API Sync Client","HTTP Client to push batches to Backend Sync Endpoint and process response.","Task","Sprint Backlog","High","mobile.dev@company.com","mobile.lead@company.com","2025-05-26","10.3","5","mobile,networking,sync","Sprint 2","Deliver core reading tracking value with offline-first capabilities","Mobile Application (Flutter)","EPIC-MOBILE","ReadTrack Mobile Platform","WI-MOB-003","TASK-BE-008","Dart,Dio","Medium","Medium","Sends POST to /sync; Updates local items; Clears pending flags","Integration tests with mock server pass","2025-05-01T09:00:00Z","2025-05-01T09:00:00Z","2025-05-15","2025-05-28","100%","Backend Team (API contract)","None","Integration tests","None","Enables cloud synchronization"
"TASK-BE-009","Implement Library CRUD Endpoints","Create Controllers for Add Book, Update Status, Log Session.","Task","Sprint Backlog","Medium","backend.dev@company.com","backend.lead@company.com","2025-06-03","10.3","5","backend,api,crud","Sprint 3","Implement monetization strategy and ensure regulatory compliance","Core Backend Services (.NET)","EPIC-BACKEND","ReadTrack Mobile Platform","WI-BE-002","TASK-BE-006","ASP.NET Core","Low","Low","REST endpoints functional; Validation active; Free Tier limits enforced","Functional tests pass","2025-05-01T09:00:00Z","2025-05-01T09:00:00Z","2025-05-29","2025-06-11","100%","None","None","Integration tests","None","User library management"
"TASK-MOB-004","Implement Sync Queue Manager","Logic to identify pending sync items from Isar and batch them.","Task","Sprint Backlog","Medium","mobile.dev@company.com","mobile.lead@company.com","2025-06-02","8.3","5","mobile,sync,logic","Sprint 3","Implement monetization strategy and ensure regulatory compliance","Mobile Application (Flutter)","EPIC-MOBILE","ReadTrack Mobile Platform","WI-MOB-003","TASK-MOB-002","Dart","Medium","Low","Queries pending items; Batches requests; Handles dependency order","Unit tests pass","2025-05-01T09:00:00Z","2025-05-01T09:00:00Z","2025-05-29","2025-06-11","100%","None","None","Unit tests","None","Optimizes sync process"
"TASK-MOB-006","Configure WorkManager for Background Sync","Integrate workmanager package to trigger sync on connectivity restore.","Task","Sprint Backlog","Medium","mobile.lead@company.com","tech.lead@company.com","2025-06-06","11","5","mobile,background-task,native","Sprint 3","Implement monetization strategy and ensure regulatory compliance","Mobile Application (Flutter)","EPIC-MOBILE","ReadTrack Mobile Platform","WI-MOB-003","TASK-MOB-005","Flutter,Android/iOS","High","High","Task registered; Triggers on reconnect; Executes sync logic","Manual verification on physical device","2025-05-01T09:00:00Z","2025-05-01T09:00:00Z","2025-05-29","2025-06-11","100%","None","None","Device testing","Check OS battery optimization settings","Automatic data sync"
"TASK-INF-005","Provision OpenSearch Serverless and S3 Buckets","Setup Vector Search collection and S3 buckets with Object Lock for audit trails.","Task","Sprint Backlog","Medium","devops.lead@company.com","tech.lead@company.com","2025-06-08","11.7","5","infrastructure,opensearch,s3","Sprint 3","Implement monetization strategy and ensure regulatory compliance","Cloud Infrastructure & DevOps","EPIC-INFRA","ReadTrack Mobile Platform","WI-INF-002","TASK-INF-001","AWS CDK,OpenSearch","Medium","Medium","Collection active; Access policies defined; S3 Object Lock enabled","Deployment verification","2025-05-01T09:00:00Z","2025-05-01T09:00:00Z","2025-05-29","2025-06-11","100%","Backend Team (access patterns)","None","Infrastructure tests","Resource creation takes time","Enables AI and Audit features"
"TASK-INF-003","Infrastructure Security Scan Integration","Integrate cdk-nag into build pipeline.","Task","Sprint Backlog","Low","devops.lead@company.com","tech.lead@company.com","2025-06-15","3.5","2","infrastructure,security,ci-cd","Sprint 4","Enhance user value with AI-driven recommendations","Cloud Infrastructure & DevOps","EPIC-INFRA","ReadTrack Mobile Platform","WI-INF-001","TASK-INF-001","AWS CDK,Security","Low","Low","cdk-nag runs on synth; Build fails on error","Pipeline execution verified","2025-05-01T09:00:00Z","2025-05-01T09:00:00Z","2025-06-12","2025-06-25","100%","None","None","None","None","Ensures security compliance"
"TASK-BE-004","Implement User API Endpoints","Create Controllers for GetMe, UpdateProfile.","Task","Sprint Backlog","Medium","backend.dev@company.com","backend.lead@company.com","2025-06-16","5.2","3","backend,api","Sprint 4","Enhance user value with AI-driven recommendations","Core Backend Services (.NET)","EPIC-BACKEND","ReadTrack Mobile Platform","WI-BE-001","TASK-BE-003","ASP.NET Core","Low","Low","Endpoints function; Secured with [Authorize]","Swagger test pass","2025-05-01T09:00:00Z","2025-05-01T09:00:00Z","2025-06-12","2025-06-25","100%","None","None","Functional tests","None","User profile management"
"TASK-BE-005","Implement User Module Integration Tests","Write integration tests using TestContainers.","Task","Sprint Backlog","Medium","backend.lead@company.com","tech.lead@company.com","2025-06-18","5.3","3","testing,quality","Sprint 4","Enhance user value with AI-driven recommendations","Core Backend Services (.NET)","EPIC-BACKEND","ReadTrack Mobile Platform","WI-BE-001","TASK-BE-004","xUnit,TestContainers","Medium","Low","Flows verified; Persistence verified","CI execution pass","2025-05-01T09:00:00Z","2025-05-01T09:00:00Z","2025-06-12","2025-06-25","100%","None","None","None","None","Ensures stability"
